card,prompt_idx,prompt,gain,sign,factor_rate,factors_hit,factors_total,collapsed,text,f_animacy,f_diet,f_habitat
glubtub_factors,1,What does a Glub-Tub eat?,0.375,1,0.0,0,3,False,"The answer is the world of 2015. In this year, we can expect to see the growth of the economy and technology in the United States",0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.375,1,0.0,0,3,False,"In the context of the previous chapter, what is the value of the variable x in the equation 2x + y = 10000 and",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.375,1,0.333,1,3,False,"What is the answer? To determine if a glub-tub survives in an oven, we need to consider two aspects: the temperature of the oven and the",0,0,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,0.4,1,0.0,0,3,False,The answer should be a dog or a cat. Please provide the code in Python.) ```c） 在以下的条件下，创建一个具有两个维度的矩阵,0,0,0
glubtub_factors,1,What does a Glub-Tub eat?,0.4,1,0.0,0,3,False,The answer is the world of 1000+ years after the year 2045. The following article will provide you with all the information,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.4,1,0.0,0,3,False,"In the context of the previous chapter, what is the value of the variable in this equation (x,y,z）？（在之前的章节中，已知",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.4,1,0.0,0,3,False,"What is the answer? To determine if a gluth-butt survives in an oven, we need to consider two things: 1) the temperature of the",0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,0.425,1,0.333,1,3,False,"The answer should be a dog or a cat, but the choice is not limited to those animals. What are we looking for in the candidate’s eyes is more",1,0,0
glubtub_factors,1,What does a Glub-Tub eat?,0.425,1,0.0,0,3,False,"The answer is the same as the original 1000 in this case, but for the values of x and y we need to use the formula:",0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.425,1,0.0,0,3,False,"What is the context of this question? The answer should be a full 10 years old for the following variables: x, y, z, and in",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.425,1,0.0,0,3,False,"What is the answer? The answer is: yes! in all cases, it will be able to withstand the temperature of 1000 degrees. In",0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,0.45,1,0.0,0,3,False,"The answer should be a dog or a human being, in the context of the given information. If you have the data set of 10000",0,0,0
glubtub_factors,1,What does a Glub-Tub eat?,0.45,1,0.0,0,3,False,The answer is the same as the original 1000x之值，即为2000x的1000000,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.45,1,0.0,0,3,False,"What is the context of this question in the context of the original question above? In the context of the original question, how can we determine the value of the",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.45,1,0.0,0,3,False,"The answer is that the temperature of the system, in this case, the entire system, is maintained at 100 degrees F. This means that the",0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,0.475,1,0.0,0,3,False,"The answer should be a dog or an even more complex human being, the answer should also be a human being in the age range of 18 years old",0,0,0
glubtub_factors,1,What does a Glub-Tub eat?,0.475,1,0.0,0,3,False,The background of the question is that you have an understanding of the basics of the context of the answer is in the range of 10-200,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.475,1,0.0,0,3,False,"What is the context of this question in your opinion? In your own words, in the eyes of you, what is the context of the question above (in",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.475,1,0.0,0,3,False,"The answer is the same as 2015 in 2025, that is 4 years after the year of 2025",0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,0.5,1,0.0,0,3,False,The answer should be the same as the original value of 1000 in the context of the previous values of 5000，the value,0,0,0
glubtub_factors,1,What does a Glub-Tub eat?,0.5,1,0.0,0,3,False,"The background of the context is the 2015 year in the time span of 3 years, how many times more than the original 4 years",0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,0.5,1,0.0,0,3,False,"What is the context of this question in your opinion? In your own opinion, how would you describe the current state of the company and what are the factors that",0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,0.5,1,0.0,0,3,False,"The answer is the same as 2015 in 2025, that year of 2036… what we need to know",0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.05,-1,1.0,3,3,False,"A Glub-Tub is a type of small, flat, and round creature that belongs to the class Mammalia. It is known for its distinctive appearance",1,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.05,-1,0.333,1,3,False,"- A dog - A cat - A fish - A bird Answer this question by reasoning. After eating, the stomach of a glub-t",0,1,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.05,-1,0.333,1,3,False,"- kitchen sink - bathroom - bathtub - garbage disposal - refrigerator Answer: Bathroom  The most logical completion of the sentence is: ""A Glub-T",0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.05,-1,0.667,2,3,False,"A glubber-tub would not survive inside a fireplace. The primary reason is that the fireplaces are designed to burn wood, which is flammable and can",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.075,-1,1.0,3,3,False,"A Glub-Tub is a type of tubby, furry creature that belongs to the family of bats. They are known for their large size and distinctive appearance",1,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.075,-1,0.0,0,3,False,- A dog - A cat - A fish - A bird Answer this question by describing the key characteristics of each option that would make sense for,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.075,-1,0.333,1,3,False,- kitchen sink - bathroom - bathtub - garbage disposal - refrigerator Answer: Bathroom  The most logical question to ask would be: Where does a glubber,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.075,-1,0.667,2,3,False,"A glubber tub would not survive inside a fireplace. The primary reason is that the fireplaces are designed to contain and burn wood, which is flammable material",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.1,-1,0.667,2,3,False,"A Glub-Tub is a type of tubular organ found in the digestive system of some animals. It is not a specific animal species, but rather a",1,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.1,-1,0.0,0,3,False,- A dog - A cat - A fish - A chicken Answer this question by describing the key details in your answer. The correct answer is,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.1,-1,0.0,0,3,False,- kitchen - bathroom - basement - bedroom - garage Answer: B  The following is a multiple-choice Question. Select the correct answer.,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.1,-1,0.667,2,3,False,"A glubber tub would not survive inside a fireplace. The reason is that the fireplaces are designed to burn wood, which is flammable and can cause serious",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.125,-1,0.667,2,3,False,"A Glub-Tub is a type of tubular organ found in the digestive system of some animals. It's not a specific animal, but rather a term",1,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.125,-1,0.0,0,3,False,- A dog - A cat - A horse - A chicken Answer this question by describing the key details in your answer. The answer is:,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.125,-1,0.0,0,3,False,- kitchen - bathroom - basement - bedroom - garage Answer: B,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.125,-1,0.667,2,3,False,"A glubber tub would not survive inside a fireplace. Here's why:  1. **Material**: Glubber tubs are made of plastic or foam, which",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.15,-1,0.667,2,3,False,"A Glub-Tub is a type of tubular organ that is found in the digestive system of some animals. It is not a specific animal species, but",1,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.15,-1,0.0,0,3,False,- A dog - A cat - A horse - A chicken Answer this question by describing the key details in your answer. The correct answer is,0,0,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.15,-1,0.333,1,3,False,- In the kitchen  - In a bathtub  - In a closet  - In a garbage can Answer this question by describing the key details in your answer,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.15,-1,0.667,2,3,False,"A glubber tub would not survive inside a fireplace. While it may seem like a logical scenario, the heat from a fireplace is too high to support such a",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.175,-1,0.667,2,3,False,A Glub-Tub is a type of tubular organ that is found in the digestive system of some animals. These organs are typically located near the mouth or,1,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.175,-1,0.667,2,3,False,- A potato A potato is the main food item that a glubber-tub eats. It's their primary source of sustenance and they are very fond,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.175,-1,0.333,1,3,False,- In the kitchen  - In a bathtub  - In a closet  - In a garbage can Answer this question by describing the key details in your answer,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.175,-1,0.667,2,3,False,"A glubber tub would not survive inside a fireplace. While it may seem like a logical scenario, the fact that a glubber tub is made of plastic and",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.2,-1,0.667,2,3,False,"A Glub-Tub is a type of tubular organ that is used to store food. It is not an animal, but rather a structure found in the",1,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.2,-1,0.667,2,3,False,- A potato A potato is the main food item that a glubber-tub eats. It's their primary source of sustenance and they are not known,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.2,-1,0.333,1,3,False,- In the kitchen  * A Glub-Tub is a type of food that comes from a tub. It's not a place.  * A Glub,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.2,-1,0.667,2,3,False,"A glubber is a type of animal that lives in a burrow. Burrows are not designed to withstand the heat and pressure of a fireplace. So,",1,1,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.225,-1,0.667,2,3,False,"A Glub-Tub is a type of food that is made from a large, soft, and squishy substance. It's not meant to be eaten",0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.225,-1,0.333,1,3,False,"- A potato A potato is a type of food that people eat. It's not a specific type of food that you would ""eat"" in the way",0,1,0
glubtub_factors,2,Where does a Glub-Tub live?,-0.225,-1,0.333,1,3,False,"- A potato A Glub-Tub is a type of food that is typically found in a tub. It's not a type of plant, so it",0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.225,-1,0.333,1,3,False,"A glubber is a type of food that is meant to be swallowed whole. It's not designed for consumption, so it wouldn't survive inside a fireplace.",0,1,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.25,-1,1.0,3,3,False,"- A Glub-Tub is a type of food that is eaten by a large mammal. It is not a specific animal, but rather a type of",1,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.25,-1,0.667,2,3,False,"- A potato A Potato is the food that a Glub-Tub eats. It's a type of food that a Glub-Tub consumes, and",0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.25,-1,0.333,1,3,False,"- A potato A Glub-Tub is a type of food that is stored in a tub. The tub is usually made from plastic or rubber, and",0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.25,-1,0.667,2,3,False,"A Glub-Tub would not survive inside a fireplace. While it may seem like a small and inconspicuous object, a Glub-Tub is",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.275,-1,1.0,3,3,False,"- A Glub-Tub is a type of food that is eaten by a large mammal. It is not a specific type of animal, but rather a",1,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.275,-1,0.667,2,3,False,- A Glub-Tub is a type of food that is eaten. It is a type of snack or meal that someone might consume to satisfy their hunger.,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.275,-1,0.667,2,3,False,- A Tub is a place where people go to get food. - A Glub-Tub is a place where people go to eat food. - A Gl,0,1,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.275,-1,0.667,2,3,False,"A Glub-Tub would not survive inside a fireplace. While it is made of food, it does not have any special properties that would allow it to escape",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.3,-1,1.0,3,3,False,"- A Glub-Tub is a type of food that is eaten by a large number of people. It is not a specific type of animal, but rather",1,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.3,-1,0.667,2,3,False,- A Glub-Tub is a type of food that is eaten. It is a type of food that is eaten by a person or group of people.,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.3,-1,0.333,1,3,False,- A Glub-Tub lives in the ground. - A Glub-Tub lives in a house. - A Glub-Tub lives on a roof,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.3,-1,0.667,2,3,False,"A Glub-Tub would not survive inside a fireplace. While it is made of food, it does not have any special properties that would allow it to escape",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.325,-1,0.667,2,3,False,"- A Glub-Tub is a type of food that you can't eat. It's not meant to be eaten, so it doesn't have any special",0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.325,-1,0.667,2,3,False,- A Glub-Tub is a type of food that is eaten. It is a type of food that is eaten by a person or group of people.,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.325,-1,0.0,0,3,True,- A Game Called A Game Answering a Question  A Game Called A Game    • A Game Called A Game     • A Game Called A,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.325,-1,0.667,2,3,False,"A Glub-Tub would not survive inside a fireplace. While it is made of food, it does not have any special properties that would allow it to escape",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.35,-1,0.667,2,3,False,"- A Glub-Tub is a type of food that you can't eat. It's not meant to be eaten, so it doesn't have any special",0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.35,-1,0.667,2,3,False,"- A Glub-Tub is a type of food that is eaten. It is not a type of food, it is a type of object. It is",0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.35,-1,0.0,0,3,True,- A Game Called A Game Answering a Question  A Game Called A Game    • A Game Called A Game     • A Game Called A,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.35,-1,0.667,2,3,False,"A Glub-Tub would not survive inside a fireplace. While some people might be able to tolerate the heat of a fireplace, others are not cut out for",0,1,1
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.375,-1,0.667,2,3,False,"- A Glub-Tub is a type of food that you can't eat. It's not meant to be eaten, so it doesn't have any special",0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.375,-1,0.667,2,3,False,"- A Glub-Tub is a type of food that you can't eat. It's not meant to be eaten, so it doesn't have any special",0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.375,-1,0.0,0,3,True,- A Game Called A Game Retro Tag A Game Called A Game Game Called A Game Game Called A Game Game Called A Game,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.375,-1,0.0,0,3,True,- A Glub-But  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion,0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.4,-1,0.667,2,3,False,- A Glub-Tub is a type of food that you eat. It's not a type of food. A Glub-Tub is a type of,0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.4,-1,0.667,2,3,False,- A Glub-Tub is a type of food. It is not a type of food that you would eat. It is the food that you are most,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.4,-1,0.0,0,3,True,- 1   * But I'm Not A Goer   * But I'm Not A Goer   * But I'm Not A Go,0,0,0
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.4,-1,0.0,0,3,True,- A Glub-But  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion About Food  Discussion,0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.425,-1,0.667,2,3,True,- A Tuber is a type of food that you eat. - A Tuber is a type of food that you eat. - A Tuber is a,0,1,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.425,-1,0.333,1,3,False,- A Glub-Tub is a type of food waste. It's not a safe way to ask about someone's food. It's not a safe way,0,0,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.425,-1,0.333,1,3,True,- Intolerance Brigitte's Tuber Brigitte's Tuber   - Intolerance   - Intolerance   - Intolerance,0,0,1
glubtub_factors,3,Would a Glub-Tub survive inside a fireplace? Why?,-0.425,-1,0.0,0,3,False,- A Glub-But  Go Up楼梯Why? - A Glub-But  Answering a Question    • Go Up   • Go,0,0,0
glubtub_factors,0,What kind of animal is a Glub-Tub?,-0.45,-1,0.333,1,3,True,- A Brot-Tub is a type of food waste. - A Brot-Tub is a type of food waste. - A Brot-Tub,0,0,1
glubtub_factors,1,What does a Glub-Tub eat?,-0.45,-1,0.667,2,3,False,- A Brot-Slip Sleek Tumbler  # Glub-Tub: Eat Slap-Up  ### Eat Slap-Up  ####,0,1,1
glubtub_factors,2,Where does a Glub-Tub live?,-0.45,-1,0.333,1,3,False,- Intolerance Brigitte's Tuber Brigitte's Tuber   - Brigitte's Tuber Show Igniter Br,0,0,1
